minimum_nights,calculated_host_listings_count,neighbourhood_group,room_type,price
0.5454545454545454,1.0,0.25,0.0,45
0.0,0.023255813953488372,0.25,0.0,58
0.1818181818181818,0.13953488372093023,1.0,0.0,55
0.5454545454545454,0.13953488372093023,0.0,1.0,25
0.0,0.06976744186046513,0.0,0.0,60
0.0,0.11627906976744184,0.5,0.0,60
0.2727272727272727,0.06976744186046513,0.75,0.0,35
0.0,0.023255813953488372,0.5,0.0,59
0.0,0.0,0.5,0.0,40
0.36363636363636365,0.023255813953488372,0.25,0.0,60
0.5454545454545454,0.18604651162790697,0.5,0.0,40
0.1818181818181818,0.0,0.0,0.0,45
0.0,0.13953488372093023,0.0,0.0,39
0.1818181818181818,0.0,0.0,0.0,50
0.0,0.13953488372093023,0.25,0.0,45
0.0,0.09302325581395349,0.5,0.0,59
0.0,0.0,0.5,1.0,21
0.0,0.0,0.0,0.0,50
0.09090909090909091,0.13953488372093023,0.0,0.0,45
0.1818181818181818,0.09302325581395349,0.0,0.0,39
